"AVGMovingSpeed","CanonicalName","Aspect","BulkDensity","ClayPercentage","PETDriestQuarter","PETseasonality","PETWettestQuarter","OrganicCarbon","PhCaCL","Slope","bio2","bio14","bio15","bio18","bio19"
88,"Aepyceros_melampus",0.000192662765052131,0.418709926920196,0.594541620312821,0.615362439954655,-0.958139914707082,0.909772132300819,-0.357523464144216,0.141772200473687,-0.253315579813877,0.806670093340018,-0.329235252758714,0.448118750426348,0.321430628663086,-0.35478529899256
80,"Alcelaphus_buselaphus",0.0862053188055814,0.597791383160624,0.367427741165898,1.01184863718847,-1.10451178298677,0.662391601054129,-0.351755837652121,0.015972011300582,-0.379435559364325,0.772876805078181,-0.502673785920809,0.98682143016744,-0.190369380758965,0.674526513548971
9.6,"Alces_alces",0.0566465482312795,-0.455826716445224,-0.601288535681323,-0.657061790144989,-0.0217382337661739,-1.18035901793408,0.574690447557282,-1.30471922032884,0.14467947898934,-1.52416651067852,0.676482789718418,-1.02057974801225,0.0998532294389814,0.280167021645631
55,"Ammotragus_lervia",-0.224524750518912,0.405922647193584,0.486590337545596,1.16291646892317,0.443245533980032,-0.92579622830574,-0.0344843872665923,1.18630879911123,0.955134739790284,-0.187271998444025,-0.263074718863029,-0.670517770478882,-0.729744698176647,-0.0103304103094626
90,"Antidorcas_marsupialis",0.276218549124396,0.597440398703823,0.0148951399132196,0.36688331982487,-0.0439123672525075,1.11411750455007,-0.454139886916811,0.348441400431178,-0.313046441360493,1.53144471831581,-0.608060175001079,1.12433430065848,-0.341353534918239,-0.578724319433965
40,"Antilocapra_americana",-0.193014541109569,0.685668834151127,0.0424274895638391,0.0827435022854795,1.07149127815233,0.39507778827454,-0.339285902786969,0.450028701039138,0.184474998664625,1.61673488234743,-0.166309002085914,-0.426185547090492,-0.388550954058458,-0.256011174308096
80,"Antilope_cervicapra",-0.445261032623528,0.615681703571397,0.519245472130418,0.982381105226778,0.00304067765741613,0.532449654559012,-0.410175734741675,0.933295441032675,-0.46721774113691,0.561417164425771,-0.586038250617743,2.14226203089148,-0.276408630764827,-0.492376446088098
65,"Axis_axis",-0.0347385485685126,0.452221815562943,0.64829054345026,0.795897020486186,-0.553691782661505,0.217273715854234,-0.323190928076695,0.353985040626453,-0.124502665511121,-0.194544158480237,-0.4168227830304,1.58719474125637,0.636312244746114,-0.00560697830253637
57.5,"Bison_bison",-0.169664378280597,0.650326228082016,-0.347179999123186,0.10005759855813,0.713586825478794,-0.890393414020725,-0.364855452376552,0.249413087620204,0.748555647083647,1.43159031574017,0.545510960348162,-1.31056406857016,-0.327718588827874,0.167370501184687
65,"Bison_bonasus",0.0325074879070119,-0.363465480462336,-0.164827362686184,-0.761668181659841,0.426606606985351,-0.023157151259393,0.557854375316697,-0.847738351647354,-0.467418664842126,-1.16671684185698,0.426252233248557,-0.995801303063571,0.0437955362772226,-0.00706661827263579
